               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.043421,            0.013185,             0.01449,             0.79324,             0.55571,             0.63059,              0.3869,            0.046139,           0.0083151,            0.020905,             0.00901,             0.00901,             0.00901
                  12,            0.043401,            0.012314,            0.013209,             0.56448,             0.66663,             0.63518,             0.41766,            0.044923,           0.0082045,            0.020465,            0.008911,            0.008911,            0.008911
                  13,            0.041474,            0.011975,            0.013454,             0.88784,             0.63943,             0.69656,             0.42703,            0.039575,           0.0080533,            0.020702,            0.008812,            0.008812,            0.008812
                  14,            0.040886,             0.01272,            0.012937,             0.73996,             0.65178,              0.6943,             0.49684,            0.040912,           0.0077744,            0.023099,            0.008713,            0.008713,            0.008713
                  15,            0.039922,            0.011419,            0.012916,             0.71361,             0.68712,             0.65324,             0.40551,            0.046373,           0.0081272,            0.024344,            0.008614,            0.008614,            0.008614
                  16,            0.039569,            0.011848,             0.01136,             0.62295,             0.72266,             0.68205,             0.45297,              0.0438,           0.0075374,            0.019089,            0.008515,            0.008515,            0.008515
                  17,            0.039163,             0.01214,            0.011016,             0.71178,             0.72118,             0.70773,             0.49037,             0.04222,           0.0076976,            0.018115,            0.008416,            0.008416,            0.008416
                  18,            0.037364,            0.011736,             0.01045,              0.7074,              0.6605,             0.65654,             0.37805,            0.047211,           0.0072365,            0.018225,            0.008317,            0.008317,            0.008317
                  19,            0.036999,            0.011381,            0.010455,             0.79396,             0.70625,             0.71965,              0.4973,            0.037956,           0.0072403,            0.018001,            0.008218,            0.008218,            0.008218
                  20,            0.036536,            0.011623,             0.01032,             0.79168,             0.69908,             0.67661,             0.43058,            0.039479,            0.007472,            0.019795,            0.008119,            0.008119,            0.008119
                  21,             0.03729,            0.011108,             0.01092,             0.79755,             0.70073,             0.70919,             0.49754,            0.040648,           0.0074697,             0.01965,             0.00802,             0.00802,             0.00802
                  22,            0.035772,            0.011352,           0.0093345,             0.79038,             0.68902,             0.72144,             0.47103,            0.038947,           0.0073118,            0.018332,            0.007921,            0.007921,            0.007921
                  23,            0.034009,             0.01132,            0.010072,             0.83219,             0.69716,              0.7214,              0.4842,            0.041996,           0.0071917,            0.016536,            0.007822,            0.007822,            0.007822
                  24,            0.035241,            0.011196,           0.0090788,             0.74628,             0.72977,             0.71146,             0.50417,            0.038045,           0.0070119,            0.015677,            0.007723,            0.007723,            0.007723
                  25,            0.033711,            0.010859,           0.0095146,             0.76809,             0.72266,             0.70806,             0.52368,            0.036328,           0.0073619,             0.01568,            0.007624,            0.007624,            0.007624
                  26,             0.03487,            0.010792,           0.0091866,             0.77513,             0.70292,             0.72409,             0.50103,            0.041258,           0.0070305,            0.015726,            0.007525,            0.007525,            0.007525
                  27,            0.033807,            0.010989,           0.0092856,             0.87328,             0.69986,             0.72563,             0.51464,            0.037769,           0.0069232,            0.014438,            0.007426,            0.007426,            0.007426
                  28,            0.033494,            0.010641,           0.0085605,             0.79087,             0.70646,             0.71848,             0.48854,            0.044279,           0.0069251,            0.013916,            0.007327,            0.007327,            0.007327
                  29,            0.033995,            0.010693,           0.0077474,             0.91097,             0.69382,             0.71752,             0.51045,             0.04189,           0.0073237,            0.018706,            0.007228,            0.007228,            0.007228
                  30,            0.033095,            0.010657,           0.0077297,             0.94839,             0.68207,             0.72473,             0.55051,            0.039784,           0.0075192,            0.020149,            0.007129,            0.007129,            0.007129
                  31,            0.032156,            0.010521,           0.0073261,             0.92371,             0.69715,             0.72374,             0.48998,            0.040446,           0.0069556,            0.016835,             0.00703,             0.00703,             0.00703
                  32,            0.032192,            0.010169,           0.0070629,             0.92428,             0.71449,             0.72712,             0.51553,            0.039267,           0.0068188,            0.014244,            0.006931,            0.006931,            0.006931
                  33,            0.031508,           0.0099095,           0.0063918,              0.8928,             0.70368,             0.72211,             0.52268,            0.040492,            0.006897,            0.015798,            0.006832,            0.006832,            0.006832
                  34,            0.031895,            0.010549,           0.0066482,             0.95401,             0.69075,             0.70724,             0.53194,            0.042037,           0.0068321,            0.015919,            0.006733,            0.006733,            0.006733
                  35,            0.031094,            0.010461,           0.0066147,             0.94975,             0.69283,             0.72344,             0.53753,            0.036557,           0.0074859,            0.013692,            0.006634,            0.006634,            0.006634
                  36,            0.030238,            0.010083,           0.0057959,             0.91656,             0.68886,             0.70757,             0.51386,             0.03705,           0.0074768,             0.01386,            0.006535,            0.006535,            0.006535
                  37,            0.030476,           0.0099284,            0.005923,             0.87903,              0.6935,             0.70447,             0.50571,            0.038314,           0.0075021,            0.015036,            0.006436,            0.006436,            0.006436
                  38,            0.029957,                0.01,           0.0061987,             0.92916,             0.69709,             0.72468,              0.5029,             0.03833,           0.0074596,            0.014046,            0.006337,            0.006337,            0.006337
                  39,            0.029327,           0.0098773,           0.0055978,             0.91221,             0.68949,             0.71955,             0.56265,            0.038928,           0.0074849,            0.014826,            0.006238,            0.006238,            0.006238
                  40,            0.029405,            0.010117,           0.0064698,             0.92481,             0.69143,             0.71965,              0.5285,            0.039514,           0.0074983,            0.015988,            0.006139,            0.006139,            0.006139
                  41,            0.029146,            0.010483,           0.0052073,             0.88956,             0.71351,             0.69838,             0.49968,            0.039068,           0.0073295,            0.015112,             0.00604,             0.00604,             0.00604
                  42,            0.029058,           0.0096415,           0.0054548,             0.91533,             0.67764,             0.70385,             0.53319,            0.040249,           0.0074091,            0.014542,            0.005941,            0.005941,            0.005941
                  43,            0.028408,             0.01015,           0.0049364,             0.92489,             0.69193,             0.71444,             0.52425,            0.038525,           0.0076156,            0.014019,            0.005842,            0.005842,            0.005842
                  44,            0.028337,           0.0097343,           0.0052371,             0.92961,             0.69672,             0.72409,             0.55376,            0.035281,           0.0072546,            0.013634,            0.005743,            0.005743,            0.005743
                  45,            0.028277,           0.0096706,           0.0046608,             0.90838,             0.69748,             0.72406,             0.55468,            0.036433,           0.0073099,            0.014342,            0.005644,            0.005644,            0.005644
                  46,            0.027918,           0.0093707,           0.0046868,             0.89641,             0.69289,             0.72103,             0.53435,            0.038472,           0.0074005,            0.012836,            0.005545,            0.005545,            0.005545
                  47,            0.026989,           0.0093241,           0.0048655,             0.90165,             0.70224,             0.72106,             0.55394,            0.036886,           0.0070395,            0.012378,            0.005446,            0.005446,            0.005446
                  48,            0.026121,           0.0097204,           0.0042215,              0.9455,              0.6839,             0.72279,             0.54538,            0.038264,           0.0074649,            0.014071,            0.005347,            0.005347,            0.005347
                  49,            0.027792,           0.0093056,           0.0044202,             0.93141,             0.69297,              0.7241,             0.54162,            0.038148,           0.0076642,            0.013719,            0.005248,            0.005248,            0.005248
                  50,            0.026174,           0.0094713,           0.0048195,             0.91774,             0.69558,             0.71311,             0.54041,            0.037516,           0.0075722,            0.013721,            0.005149,            0.005149,            0.005149
                  51,            0.026005,           0.0098055,           0.0044151,             0.95235,             0.69093,              0.7175,             0.56114,            0.035326,           0.0076499,            0.012539,             0.00505,             0.00505,             0.00505
                  52,            0.025907,           0.0093083,           0.0038998,             0.93027,              0.6916,             0.71643,             0.57688,            0.036519,            0.007452,            0.012963,            0.004951,            0.004951,            0.004951
                  53,            0.025475,           0.0088146,           0.0042577,             0.92769,             0.69232,             0.72137,             0.54289,            0.036549,           0.0073261,            0.013396,            0.004852,            0.004852,            0.004852
                  54,            0.025662,           0.0094028,           0.0043891,             0.92766,             0.66903,             0.71723,             0.55368,            0.038596,           0.0072775,            0.014321,            0.004753,            0.004753,            0.004753
                  55,            0.024877,           0.0094942,           0.0043935,             0.93724,             0.68965,             0.71932,             0.56098,            0.037241,           0.0074239,            0.014643,            0.004654,            0.004654,            0.004654
                  56,            0.024914,             0.00919,            0.005092,             0.94943,             0.69084,             0.71972,             0.56006,            0.035603,           0.0074501,            0.016128,            0.004555,            0.004555,            0.004555
                  57,            0.024566,           0.0090779,           0.0038439,             0.91588,             0.67474,             0.71095,             0.55534,            0.037628,           0.0074086,            0.014652,            0.004456,            0.004456,            0.004456
                  58,            0.025964,           0.0094787,           0.0038731,             0.95785,             0.67599,              0.7173,             0.55241,            0.037412,           0.0071259,            0.014743,            0.004357,            0.004357,            0.004357
                  59,            0.025065,           0.0091871,           0.0034261,             0.93571,             0.70734,             0.72384,             0.58341,            0.036038,           0.0071478,            0.013581,            0.004258,            0.004258,            0.004258
                  60,             0.02447,           0.0092288,            0.004163,             0.92667,             0.69631,             0.72279,             0.57721,            0.033428,           0.0073595,            0.012326,            0.004159,            0.004159,            0.004159
                  61,            0.023564,           0.0092602,           0.0039984,             0.93652,             0.68444,             0.72372,             0.56929,            0.034918,           0.0073814,            0.012393,             0.00406,             0.00406,             0.00406
                  62,            0.024308,           0.0088321,           0.0037861,             0.93892,             0.69339,             0.72011,             0.55181,            0.036891,           0.0072074,            0.012446,            0.003961,            0.003961,            0.003961
                  63,            0.023712,           0.0087634,           0.0033574,             0.94377,             0.69844,             0.72482,             0.59444,            0.033418,           0.0069699,            0.013243,            0.003862,            0.003862,            0.003862
                  64,            0.023593,           0.0089432,           0.0040636,             0.93138,             0.70385,             0.72522,             0.58339,            0.034773,           0.0066595,            0.013539,            0.003763,            0.003763,            0.003763
                  65,            0.022699,           0.0091775,           0.0033707,             0.93116,             0.70934,             0.72445,             0.58911,             0.03383,           0.0068321,            0.013911,            0.003664,            0.003664,            0.003664
                  66,            0.023326,           0.0088937,           0.0033772,             0.94518,             0.68874,             0.72388,             0.58831,            0.034269,           0.0071402,            0.013961,            0.003565,            0.003565,            0.003565
                  67,             0.02301,           0.0086205,           0.0031173,             0.94285,              0.6898,             0.72222,             0.56972,            0.035313,           0.0072579,            0.014376,            0.003466,            0.003466,            0.003466
                  68,            0.022095,           0.0085115,           0.0030948,             0.95753,             0.68742,             0.72447,             0.58047,            0.034621,            0.007309,            0.013586,            0.003367,            0.003367,            0.003367
                  69,            0.022125,           0.0084906,           0.0032403,             0.93916,             0.68669,             0.72176,             0.59367,            0.033192,             0.00739,            0.011887,            0.003268,            0.003268,            0.003268
                  70,            0.021713,           0.0087648,           0.0031013,             0.93229,             0.68778,             0.72142,             0.59512,            0.032817,           0.0076323,            0.011987,            0.003169,            0.003169,            0.003169
                  71,            0.022827,           0.0085448,           0.0034107,             0.92015,             0.68521,             0.72352,             0.59227,            0.035146,           0.0070066,            0.012955,             0.00307,             0.00307,             0.00307
                  72,            0.021735,           0.0089211,            0.003068,             0.92939,             0.68777,             0.72282,             0.58084,            0.034555,           0.0072546,            0.013488,            0.002971,            0.002971,            0.002971
                  73,            0.021548,           0.0082905,           0.0029234,             0.90009,             0.71276,              0.7248,             0.58307,            0.034683,           0.0068564,            0.014017,            0.002872,            0.002872,            0.002872
                  74,            0.021168,           0.0085775,           0.0028924,             0.94283,             0.68714,              0.7253,             0.58058,            0.034229,           0.0067039,            0.013717,            0.002773,            0.002773,            0.002773
                  75,            0.020946,           0.0082031,           0.0032229,             0.94395,             0.68684,              0.7176,             0.58232,            0.034197,           0.0071168,            0.013326,            0.002674,            0.002674,            0.002674
                  76,            0.020463,           0.0085504,           0.0026498,             0.93679,             0.68816,             0.72417,             0.58527,            0.033481,           0.0072479,            0.013971,            0.002575,            0.002575,            0.002575
                  77,            0.020099,           0.0084421,            0.002382,             0.92843,             0.69441,             0.72458,             0.58437,            0.032813,           0.0072131,            0.013628,            0.002476,            0.002476,            0.002476
                  78,            0.020774,           0.0083777,           0.0030707,             0.92189,             0.70817,             0.72462,             0.60063,            0.033073,           0.0072665,            0.013026,            0.002377,            0.002377,            0.002377
                  79,            0.019912,             0.00843,           0.0029564,             0.94237,             0.69831,             0.72457,             0.59928,            0.031626,           0.0072656,            0.013289,            0.002278,            0.002278,            0.002278
                  80,            0.019442,           0.0078334,           0.0022249,             0.94292,             0.69415,             0.72421,             0.59557,            0.031792,           0.0072489,            0.012899,            0.002179,            0.002179,            0.002179
                  81,            0.020337,           0.0086081,           0.0022121,             0.94051,             0.68988,             0.72553,             0.58357,            0.033694,               0.007,            0.013192,             0.00208,             0.00208,             0.00208
                  82,            0.020025,            0.008284,            0.003509,             0.93946,             0.68837,             0.72531,             0.59025,            0.033061,           0.0070038,            0.013026,            0.001981,            0.001981,            0.001981
                  83,            0.019261,           0.0079754,           0.0025097,             0.94725,             0.68666,             0.72509,               0.573,            0.033224,           0.0071754,            0.013164,            0.001882,            0.001882,            0.001882
                  84,            0.019216,           0.0081592,           0.0024514,             0.94987,             0.68774,             0.72495,             0.58853,            0.032865,            0.007091,            0.013472,            0.001783,            0.001783,            0.001783
                  85,            0.019354,           0.0083287,           0.0026643,             0.95438,             0.68783,             0.72471,             0.58744,            0.033203,           0.0070777,            0.013533,            0.001684,            0.001684,            0.001684
                  86,              0.0192,            0.008013,           0.0027373,             0.91595,             0.70723,              0.7254,             0.58252,            0.032833,           0.0068665,            0.013465,            0.001585,            0.001585,            0.001585
                  87,            0.018937,            0.008086,           0.0023067,             0.95255,             0.68894,             0.72508,             0.59498,            0.032517,           0.0067911,            0.013575,            0.001486,            0.001486,            0.001486
                  88,             0.01842,           0.0080278,           0.0025642,             0.95002,             0.68849,             0.72493,             0.58518,            0.031779,           0.0069938,            0.013035,            0.001387,            0.001387,            0.001387
                  89,            0.018546,           0.0082396,           0.0025892,             0.91028,             0.71006,             0.72483,             0.57793,             0.03257,           0.0069299,            0.012841,            0.001288,            0.001288,            0.001288
                  90,            0.018907,           0.0076382,            0.002635,             0.94579,             0.69286,             0.72501,             0.59342,            0.031971,           0.0068541,            0.012902,            0.001189,            0.001189,            0.001189
                  91,            0.017712,           0.0080005,           0.0025262,             0.94675,             0.69446,             0.72608,             0.58856,            0.031098,           0.0066724,             0.01279,             0.00109,             0.00109,             0.00109
                  92,            0.017597,           0.0077535,           0.0020525,             0.94556,             0.69694,             0.72609,             0.59419,            0.031298,           0.0066814,            0.013128,            0.000991,            0.000991,            0.000991
                  93,            0.017867,            0.007749,            0.002199,             0.94621,             0.69555,             0.72629,             0.59538,            0.032099,           0.0067682,            0.012831,            0.000892,            0.000892,            0.000892
                  94,            0.017652,           0.0080793,           0.0018448,             0.94642,              0.6951,             0.72537,             0.58844,            0.031844,           0.0068359,             0.01303,            0.000793,            0.000793,            0.000793
                  95,            0.017542,           0.0078704,           0.0021555,             0.94237,             0.69313,             0.72556,             0.59401,            0.031478,           0.0068579,             0.01308,            0.000694,            0.000694,            0.000694
                  96,            0.017531,           0.0075045,           0.0023865,             0.94354,             0.68957,             0.72553,             0.59013,            0.031441,            0.006958,            0.013434,            0.000595,            0.000595,            0.000595
                  97,            0.017028,           0.0075799,           0.0020263,             0.94607,             0.69377,             0.72575,             0.58258,            0.031758,           0.0068207,            0.012895,            0.000496,            0.000496,            0.000496
                  98,            0.016732,           0.0079729,           0.0019084,             0.95004,             0.69398,             0.72544,               0.593,            0.031674,           0.0068622,            0.012807,            0.000397,            0.000397,            0.000397
                  99,            0.016853,           0.0080247,           0.0019498,             0.94906,             0.69508,             0.72572,             0.59065,            0.031261,           0.0067596,             0.01322,            0.000298,            0.000298,            0.000298
