               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.034167,           0.0058408,           0.0026792,             0.85254,             0.72872,             0.74707,             0.48219,            0.041495,            0.005191,           0.0050198,            0.004357,            0.004357,            0.004357
                  59,            0.034642,           0.0060596,           0.0024605,              0.8477,             0.73283,             0.76164,             0.48615,            0.040068,           0.0051297,           0.0053896,            0.004258,            0.004258,            0.004258
                  60,            0.033122,           0.0057036,           0.0023313,             0.82202,             0.71935,             0.75111,             0.48455,            0.040302,           0.0051477,            0.005149,            0.004159,            0.004159,            0.004159
                  61,            0.032415,           0.0054403,           0.0023471,             0.86837,             0.71837,             0.76388,             0.47934,            0.039781,           0.0051646,           0.0057068,             0.00406,             0.00406,             0.00406
                  62,            0.033288,           0.0058422,           0.0021262,              0.8568,              0.7334,              0.7678,             0.50288,            0.038547,           0.0051784,           0.0056488,            0.003961,            0.003961,            0.003961
                  63,             0.03364,           0.0056706,            0.002088,             0.84632,              0.7526,             0.77565,             0.49327,            0.039268,           0.0052241,           0.0059851,            0.003862,            0.003862,            0.003862
                  64,            0.033301,           0.0057053,           0.0021133,             0.88193,             0.72593,             0.77205,             0.49264,             0.03965,           0.0051961,           0.0053523,            0.003763,            0.003763,            0.003763
                  65,            0.033062,           0.0055837,           0.0021827,             0.89602,             0.71453,             0.78211,              0.5059,            0.037137,           0.0049338,           0.0048841,            0.003664,            0.003664,            0.003664
                  66,            0.031586,           0.0054378,           0.0023816,             0.85685,              0.7649,             0.78407,             0.51945,            0.037111,           0.0049088,            0.005721,            0.003565,            0.003565,            0.003565
                  67,            0.031098,           0.0053179,           0.0021331,             0.82671,             0.72947,             0.77626,             0.50399,            0.038373,           0.0048146,           0.0052457,            0.003466,            0.003466,            0.003466
                  68,            0.032129,           0.0055355,           0.0020554,             0.85077,             0.75051,             0.78254,             0.51851,            0.036068,            0.004882,           0.0047566,            0.003367,            0.003367,            0.003367
                  69,            0.031006,           0.0054164,           0.0018102,             0.82451,             0.76389,             0.77289,             0.52731,            0.036609,           0.0049078,           0.0047414,            0.003268,            0.003268,            0.003268
                  70,            0.031191,           0.0053425,           0.0019295,             0.85577,             0.74466,             0.78434,             0.51727,            0.037029,            0.004949,           0.0052655,            0.003169,            0.003169,            0.003169
                  71,            0.030807,           0.0053991,           0.0020124,             0.84009,             0.75906,             0.79007,             0.52625,            0.035962,           0.0049024,           0.0048149,             0.00307,             0.00307,             0.00307
                  72,            0.030505,           0.0054513,           0.0016271,             0.86398,               0.764,             0.79141,             0.53391,            0.035851,           0.0047804,           0.0048737,            0.002971,            0.002971,            0.002971
                  73,            0.030913,           0.0052498,           0.0016128,             0.87113,             0.73067,             0.77944,             0.52959,            0.036376,           0.0047989,           0.0052141,            0.002872,            0.002872,            0.002872
                  74,            0.029928,           0.0052609,           0.0018971,             0.83614,             0.76226,             0.79551,             0.53206,            0.035818,           0.0047463,           0.0046663,            0.002773,            0.002773,            0.002773
                  75,            0.029201,           0.0053633,           0.0019308,              0.8754,             0.76832,             0.79274,             0.53563,            0.035611,           0.0046993,           0.0047493,            0.002674,            0.002674,            0.002674
                  76,            0.029668,           0.0052353,           0.0017193,             0.86919,             0.76105,             0.79581,             0.53965,            0.035914,           0.0048462,           0.0047078,            0.002575,            0.002575,            0.002575
                  77,            0.029237,            0.005067,           0.0016705,             0.90183,             0.73683,             0.79312,             0.54311,            0.035302,           0.0047992,           0.0050397,            0.002476,            0.002476,            0.002476
                  78,             0.02893,           0.0050141,           0.0016198,             0.92456,              0.7279,             0.79487,             0.55012,            0.035138,           0.0049215,           0.0059024,            0.002377,            0.002377,            0.002377
                  79,            0.027789,           0.0049926,            0.001821,             0.87277,             0.75843,             0.79027,             0.53623,            0.034825,           0.0050179,           0.0052078,            0.002278,            0.002278,            0.002278
                  80,            0.027029,           0.0048684,           0.0017917,             0.90211,             0.75557,             0.79446,              0.5487,            0.034734,           0.0048795,           0.0050565,            0.002179,            0.002179,            0.002179
                  81,            0.029184,           0.0051565,           0.0012729,             0.85138,             0.78317,             0.79698,             0.55485,            0.035402,           0.0048606,             0.00556,             0.00208,             0.00208,             0.00208
                  82,            0.028623,           0.0049544,           0.0015981,             0.88275,             0.78469,              0.8073,             0.55769,            0.034406,           0.0046675,           0.0057119,            0.001981,            0.001981,            0.001981
                  83,            0.028289,           0.0049969,           0.0013496,             0.89999,              0.7656,             0.81058,             0.57346,            0.034018,           0.0045476,           0.0049594,            0.001882,            0.001882,            0.001882
                  84,            0.027588,           0.0050732,           0.0014657,             0.87926,             0.76955,              0.7987,             0.54775,            0.033896,           0.0047395,           0.0053415,            0.001783,            0.001783,            0.001783
                  85,             0.02575,           0.0047162,           0.0013782,             0.87504,             0.76951,             0.80646,             0.55599,             0.03365,           0.0046853,           0.0051614,            0.001684,            0.001684,            0.001684
                  86,            0.028049,           0.0050789,           0.0014608,             0.88052,              0.7616,               0.807,             0.57254,             0.03383,           0.0046669,           0.0048322,            0.001585,            0.001585,            0.001585
                  87,            0.026494,           0.0047056,           0.0013105,             0.87556,             0.77802,             0.80556,             0.55413,             0.03353,           0.0047075,           0.0054585,            0.001486,            0.001486,            0.001486
                  88,            0.027023,           0.0048655,           0.0013879,             0.87777,             0.78361,             0.80296,              0.5745,            0.033259,           0.0047481,           0.0049212,            0.001387,            0.001387,            0.001387
                  89,            0.025874,           0.0045986,           0.0012558,             0.86776,             0.77192,             0.79792,             0.57333,            0.033362,           0.0047113,           0.0047455,            0.001288,            0.001288,            0.001288
                  90,            0.026384,           0.0046687,           0.0011456,             0.89989,             0.75922,             0.80813,             0.57415,            0.033286,           0.0046196,           0.0046232,            0.001189,            0.001189,            0.001189
                  91,             0.02592,           0.0046835,           0.0012107,             0.88965,             0.78149,             0.81014,              0.5761,            0.033415,           0.0047205,           0.0048009,             0.00109,             0.00109,             0.00109
                  92,             0.02578,            0.004865,            0.001162,             0.91426,             0.75452,             0.80522,             0.58187,            0.033028,           0.0045468,           0.0043474,            0.000991,            0.000991,            0.000991
                  93,            0.025857,           0.0045879,           0.0010206,             0.87841,             0.77488,             0.80977,             0.58358,            0.032826,           0.0045191,           0.0042989,            0.000892,            0.000892,            0.000892
                  94,            0.026442,           0.0047982,           0.0015304,             0.90318,             0.76984,             0.81659,              0.5793,            0.032949,           0.0045933,           0.0045774,            0.000793,            0.000793,            0.000793
                  95,            0.023759,           0.0045454,            0.001214,             0.88621,             0.77732,             0.81102,             0.58444,            0.032723,           0.0044599,            0.004498,            0.000694,            0.000694,            0.000694
                  96,            0.025553,           0.0045082,           0.0011114,             0.88235,             0.79038,             0.81698,             0.58081,            0.032442,           0.0044925,           0.0046183,            0.000595,            0.000595,            0.000595
                  97,            0.025083,           0.0045447,           0.0011155,             0.89372,             0.78948,             0.81658,             0.58296,             0.03223,           0.0044731,           0.0043742,            0.000496,            0.000496,            0.000496
                  98,            0.024235,           0.0045046,           0.0010582,             0.89656,             0.77885,             0.81374,             0.58332,            0.032091,           0.0045055,           0.0044757,            0.000397,            0.000397,            0.000397
                  99,            0.023955,           0.0045897,           0.0012216,             0.91789,             0.78393,             0.82045,             0.59487,            0.032137,           0.0044523,           0.0044107,            0.000298,            0.000298,            0.000298
