               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.048656,           0.0088208,           0.0026967,             0.32823,            0.016968,            0.016215,           0.0058344,             0.09286,           0.0051514,            0.048776,            0.005743,            0.005743,            0.005743
                  45,             0.04738,           0.0083948,           0.0024555,             0.35091,            0.061199,            0.024121,            0.011316,            0.090008,           0.0065851,            0.037399,            0.005644,            0.005644,            0.005644
                  46,            0.048297,           0.0086819,            0.002271,            0.015761,             0.10206,            0.014938,           0.0077664,            0.089452,           0.0061954,            0.041043,            0.005545,            0.005545,            0.005545
                  47,             0.04664,           0.0086404,           0.0024891,             0.53595,            0.016968,            0.024548,           0.0088196,            0.093618,           0.0055922,             0.04454,            0.005446,            0.005446,            0.005446
                  48,            0.048082,           0.0085655,           0.0027705,             0.23238,            0.024725,            0.023538,           0.0090948,            0.095721,           0.0049171,            0.046558,            0.005347,            0.005347,            0.005347
                  49,            0.045672,           0.0083294,           0.0024096,             0.24167,             0.06777,            0.045804,            0.013832,            0.093187,           0.0047172,            0.037186,            0.005248,            0.005248,            0.005248
                  50,            0.046933,           0.0084652,           0.0022414,             0.30539,           0.0073529,            0.008038,             0.00246,            0.095684,           0.0050578,            0.048657,            0.005149,            0.005149,            0.005149
                  51,            0.044603,           0.0083239,           0.0020121,             0.22658,            0.052372,            0.020424,           0.0076464,            0.094267,           0.0056508,            0.032904,             0.00505,             0.00505,             0.00505
                  52,            0.044632,           0.0079389,            0.001957,             0.01891,             0.16439,            0.046204,            0.015808,            0.094135,           0.0055438,            0.040174,            0.004951,            0.004951,            0.004951
                  53,            0.044456,            0.008084,           0.0018199,             0.38128,            0.037567,            0.027432,            0.014344,            0.093922,           0.0059526,            0.040452,            0.004852,            0.004852,            0.004852
                  54,            0.044623,            0.007961,           0.0018127,             0.22921,            0.057353,            0.038159,            0.018752,            0.095366,           0.0054604,            0.041226,            0.004753,            0.004753,            0.004753
                  55,            0.043727,           0.0081782,           0.0019477,             0.28932,            0.035417,            0.018554,            0.010939,            0.092582,           0.0058989,            0.056232,            0.004654,            0.004654,            0.004654
                  56,            0.042574,           0.0078171,           0.0019924,            0.015714,             0.10238,            0.040624,             0.02029,            0.092994,             0.00576,            0.043867,            0.004555,            0.004555,            0.004555
                  57,            0.043709,           0.0079686,           0.0018921,             0.25803,            0.032353,            0.050559,            0.022874,             0.09378,           0.0060115,            0.035212,            0.004456,            0.004456,            0.004456
                  58,            0.043031,           0.0078352,           0.0019546,              0.2202,                0.05,            0.044363,            0.013414,            0.094022,           0.0058305,            0.038646,            0.004357,            0.004357,            0.004357
                  59,            0.042526,           0.0073921,           0.0018118,             0.24088,            0.075195,            0.047069,            0.014017,            0.094102,           0.0054153,            0.038286,            0.004258,            0.004258,            0.004258
                  60,            0.041418,           0.0076231,           0.0020235,             0.28113,            0.041968,            0.042715,            0.018731,            0.092949,            0.006302,            0.038704,            0.004159,            0.004159,            0.004159
                  61,            0.041825,           0.0075287,           0.0018222,            0.014769,             0.10238,            0.014159,           0.0059454,            0.094111,           0.0057214,            0.038608,             0.00406,             0.00406,             0.00406
                  62,             0.04167,           0.0074924,           0.0016934,            0.027167,             0.12738,            0.033318,            0.011087,            0.093963,           0.0056486,            0.041328,            0.003961,            0.003961,            0.003961
                  63,            0.041007,           0.0073872,           0.0015492,             0.21065,            0.082353,            0.054081,            0.021087,            0.089966,           0.0054969,            0.037486,            0.003862,            0.003862,            0.003862
                  64,            0.040142,           0.0073196,           0.0014627,             0.20168,            0.048927,            0.035523,            0.020621,            0.092775,           0.0057055,            0.050437,            0.003763,            0.003763,            0.003763
                  65,            0.039841,           0.0071562,           0.0012691,              0.2733,            0.082353,            0.048466,            0.030971,            0.091556,           0.0055152,             0.03679,            0.003664,            0.003664,            0.003664
                  66,            0.040541,           0.0073545,           0.0013746,             0.19344,            0.080688,            0.037837,            0.025032,             0.09389,            0.005331,             0.04321,            0.003565,            0.003565,            0.003565
                  67,             0.03926,           0.0072973,           0.0013251,             0.28435,            0.032353,            0.042434,            0.023795,            0.090845,           0.0054799,            0.038568,            0.003466,            0.003466,            0.003466
                  68,            0.039275,           0.0070454,           0.0013964,             0.29804,            0.057353,            0.053367,            0.036835,            0.093295,           0.0057935,             0.03972,            0.003367,            0.003367,            0.003367
                  69,            0.038049,           0.0071904,           0.0012778,             0.39115,            0.056364,            0.055614,            0.032402,             0.09237,           0.0055581,            0.037811,            0.003268,            0.003268,            0.003268
                  70,             0.03836,           0.0070626,           0.0013765,             0.19255,                0.05,            0.032371,            0.020876,            0.093858,           0.0057618,            0.050232,            0.003169,            0.003169,            0.003169
                  71,            0.038003,           0.0068702,           0.0012875,             0.28088,            0.040696,            0.050163,            0.030432,            0.091614,           0.0057086,            0.034769,             0.00307,             0.00307,             0.00307
                  72,            0.037871,           0.0068851,           0.0012758,             0.28649,            0.089496,            0.057121,            0.031172,            0.091809,           0.0064116,            0.033096,            0.002971,            0.002971,            0.002971
                  73,            0.038115,           0.0071999,           0.0015631,             0.24692,            0.031801,            0.045522,            0.032044,            0.093096,           0.0064189,            0.039511,            0.002872,            0.002872,            0.002872
                  74,            0.036425,           0.0068979,            0.001344,             0.20705,               0.025,            0.036805,            0.021018,            0.095623,           0.0059981,            0.038308,            0.002773,            0.002773,            0.002773
                  75,            0.036367,           0.0070546,           0.0015281,             0.23111,               0.025,             0.03243,            0.021391,            0.093313,           0.0068507,            0.041359,            0.002674,            0.002674,            0.002674
                  76,            0.036761,           0.0066693,           0.0012997,             0.19431,               0.025,            0.039895,            0.025951,            0.095054,           0.0057805,            0.040716,            0.002575,            0.002575,            0.002575
                  77,            0.037502,           0.0069932,          0.00097992,             0.21979,            0.057353,            0.047028,            0.026439,            0.092682,           0.0062094,            0.039664,            0.002476,            0.002476,            0.002476
                  78,            0.036723,           0.0067914,           0.0011739,             0.36503,            0.049106,            0.044149,             0.02389,             0.09397,           0.0058373,            0.044112,            0.002377,            0.002377,            0.002377
                  79,            0.035126,           0.0064252,           0.0011318,             0.63647,                0.05,             0.05116,            0.033106,            0.090285,           0.0062542,            0.041994,            0.002278,            0.002278,            0.002278
                  80,            0.035159,           0.0064747,           0.0010772,             0.29316,            0.057353,            0.046029,            0.026228,              0.0916,           0.0056873,            0.041871,            0.002179,            0.002179,            0.002179
                  81,            0.034889,           0.0066307,           0.0011443,             0.74427,               0.025,            0.040594,            0.025979,             0.09456,           0.0058705,            0.041735,             0.00208,             0.00208,             0.00208
                  82,            0.035339,           0.0066974,          0.00099509,             0.21783,            0.049904,              0.0388,            0.031015,            0.092868,            0.006187,            0.045084,            0.001981,            0.001981,            0.001981
                  83,            0.035427,           0.0064227,          0.00096941,             0.33985,                0.05,            0.039338,            0.023881,            0.094349,           0.0060621,            0.043259,            0.001882,            0.001882,            0.001882
                  84,            0.034642,           0.0064684,          0.00090674,             0.35285,            0.048581,            0.041118,            0.029959,            0.091727,           0.0063605,            0.046342,            0.001783,            0.001783,            0.001783
                  85,            0.034317,           0.0062449,          0.00092625,             0.21918,                0.05,            0.037594,            0.026538,            0.091971,           0.0061166,             0.04278,            0.001684,            0.001684,            0.001684
                  86,            0.033578,           0.0062092,          0.00072819,             0.33679,            0.045132,            0.044451,            0.031889,            0.091592,           0.0063818,            0.040712,            0.001585,            0.001585,            0.001585
                  87,            0.033209,           0.0063954,          0.00078556,             0.35535,            0.049369,            0.049218,            0.032706,            0.092755,           0.0059594,            0.041081,            0.001486,            0.001486,            0.001486
                  88,            0.032948,           0.0061934,          0.00081842,             0.23007,            0.049672,            0.042333,            0.024557,            0.093171,           0.0058734,            0.042237,            0.001387,            0.001387,            0.001387
                  89,            0.033065,           0.0061186,          0.00083097,             0.21407,            0.047146,            0.051839,            0.034522,            0.093119,           0.0062576,            0.043124,            0.001288,            0.001288,            0.001288
                  90,            0.032536,           0.0058363,          0.00097485,             0.19325,               0.025,            0.039312,            0.022824,            0.093593,           0.0060383,            0.043118,            0.001189,            0.001189,            0.001189
                  91,            0.031736,           0.0063153,          0.00090761,             0.61834,               0.025,            0.043115,            0.026638,             0.09254,           0.0064985,            0.046838,             0.00109,             0.00109,             0.00109
                  92,              0.0329,           0.0060947,          0.00079666,            0.030303,             0.12738,            0.047921,            0.029844,            0.090851,           0.0070257,            0.045462,            0.000991,            0.000991,            0.000991
                  93,            0.032887,           0.0062873,          0.00070244,            0.030662,               0.112,            0.047577,            0.025586,            0.091162,           0.0067581,            0.050243,            0.000892,            0.000892,            0.000892
                  94,            0.031447,           0.0062864,          0.00078413,             0.23525,            0.050616,            0.048216,            0.028666,            0.092466,           0.0064829,            0.045491,            0.000793,            0.000793,            0.000793
                  95,            0.030269,           0.0060234,          0.00070656,             0.20481,             0.06777,            0.046444,            0.027462,            0.092833,           0.0062784,            0.044307,            0.000694,            0.000694,            0.000694
                  96,            0.032443,           0.0061852,          0.00064384,             0.23109,            0.057353,            0.044835,            0.024077,            0.093209,           0.0064968,            0.044908,            0.000595,            0.000595,            0.000595
                  97,            0.031687,           0.0060097,          0.00069476,             0.35489,            0.048701,            0.044649,            0.024962,            0.093733,           0.0063912,            0.048233,            0.000496,            0.000496,            0.000496
                  98,             0.03055,           0.0058573,          0.00063454,             0.35026,            0.048309,            0.045481,             0.02619,            0.092869,           0.0065248,            0.047375,            0.000397,            0.000397,            0.000397
                  99,            0.031827,           0.0059562,          0.00066276,            0.027859,               0.087,            0.045246,            0.024986,            0.092654,           0.0065593,            0.046506,            0.000298,            0.000298,            0.000298
