               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.017768,           0.0075875,           0.0030406,             0.97413,             0.66156,             0.71457,              0.5711,            0.031564,           0.0089526,            0.012001,            0.001882,            0.001882,            0.001882
                  84,            0.017458,           0.0078076,           0.0027998,             0.97154,             0.66292,             0.71138,             0.56869,            0.030371,           0.0093012,            0.012138,            0.001783,            0.001783,            0.001783
                  85,            0.017576,           0.0076681,           0.0028014,             0.97911,             0.66419,             0.71712,             0.57287,            0.030846,           0.0088453,            0.011776,            0.001684,            0.001684,            0.001684
                  86,            0.017247,           0.0077075,           0.0039594,             0.97642,             0.66379,             0.71885,             0.58806,            0.030815,           0.0084758,            0.012049,            0.001585,            0.001585,            0.001585
                  87,            0.017185,           0.0076105,             0.00247,             0.97281,             0.66194,             0.71526,             0.58568,            0.030842,           0.0088072,            0.012476,            0.001486,            0.001486,            0.001486
                  88,            0.016436,            0.007482,           0.0030768,             0.97144,             0.66206,             0.71742,             0.59794,            0.029527,           0.0089154,            0.011937,            0.001387,            0.001387,            0.001387
                  89,            0.017131,           0.0077883,           0.0027295,             0.97497,             0.66203,             0.72119,             0.57435,            0.031109,            0.008574,            0.011804,            0.001288,            0.001288,            0.001288
                  90,            0.016827,           0.0070041,           0.0030048,              0.9745,             0.66271,               0.719,              0.5769,             0.03046,           0.0083122,            0.011633,            0.001189,            0.001189,            0.001189
                  91,            0.015922,           0.0077146,           0.0028681,             0.97526,              0.6664,             0.71978,             0.57791,            0.031232,           0.0081472,            0.011156,             0.00109,             0.00109,             0.00109
                  92,            0.016158,           0.0074148,           0.0020332,              0.9785,             0.66436,             0.71887,             0.59486,            0.030842,            0.008215,            0.011298,            0.000991,            0.000991,            0.000991
                  93,            0.016182,           0.0072893,           0.0026445,               0.977,             0.66659,             0.71599,             0.59437,            0.031312,           0.0083847,            0.010855,            0.000892,            0.000892,            0.000892
                  94,            0.015834,           0.0077605,           0.0021116,             0.97538,             0.66466,             0.71436,             0.57884,             0.03121,           0.0089025,            0.011063,            0.000793,            0.000793,            0.000793
                  95,            0.015834,           0.0074138,           0.0023923,              0.9768,             0.66372,             0.70854,             0.57958,            0.031277,           0.0089509,            0.010882,            0.000694,            0.000694,            0.000694
                  96,            0.015813,           0.0069434,           0.0027632,             0.97653,             0.66263,             0.70718,             0.58183,            0.030814,           0.0091014,            0.010942,            0.000595,            0.000595,            0.000595
                  97,             0.01524,           0.0069767,           0.0021495,             0.97663,             0.66293,             0.70999,             0.58431,            0.030734,           0.0089786,            0.010778,            0.000496,            0.000496,            0.000496
                  98,            0.014906,           0.0073722,           0.0021101,             0.97654,             0.66388,             0.71149,             0.58029,            0.030705,           0.0089283,            0.010694,            0.000397,            0.000397,            0.000397
                  99,            0.015127,            0.007677,           0.0022729,             0.97611,             0.66468,             0.71335,             0.59305,            0.029856,           0.0089359,            0.010738,            0.000298,            0.000298,            0.000298
